time,azimuth,elevation
2024-12-13 07:03:03.978324+00,118.23,-2.49
2024-12-13 07:07:03.979691+00,118.85,-1.76
2024-12-13 07:11:03.98135+00,119.48,-1.0
2024-12-13 07:13:52.440327+00,119.92,-0.37
2024-12-13 07:15:52.440672+00,120.24,0.1
2024-12-13 07:17:52.442463+00,120.55,0.38
2024-12-13 07:19:52.44343+00,120.87,0.66
2024-12-13 07:21:52.444306+00,121.19,0.95
2024-12-13 07:23:52.446356+00,121.51,1.24
2024-12-13 07:25:52.44807+00,121.83,1.54
2024-12-13 07:27:52.449498+00,122.16,1.84
2024-12-13 07:29:52.450609+00,122.48,2.14
2024-12-13 07:31:52.452328+00,122.81,2.45
2024-12-13 07:33:52.453907+00,123.13,2.75
2024-12-13 07:35:52.45513+00,123.46,3.06
2024-12-13 07:37:52.457652+00,123.79,3.36
2024-12-13 07:39:52.459308+00,124.12,3.67
2024-12-13 07:41:52.461736+00,124.45,3.98
2024-12-13 07:43:52.462772+00,124.78,4.28
2024-12-13 07:45:52.463737+00,125.12,4.59
2024-12-13 07:47:52.465236+00,125.45,4.89
2024-12-13 07:49:52.465938+00,125.79,5.2
2024-12-13 07:51:52.46938+00,126.13,5.51
2024-12-13 07:53:52.469277+00,126.47,5.81
2024-12-13 07:55:52.470381+00,126.81,6.11
2024-12-13 07:57:52.471709+00,127.15,6.42
2024-12-13 07:59:52.474337+00,127.5,6.72
2024-12-13 08:01:52.47587+00,127.84,7.02
2024-12-13 08:03:52.476955+00,128.19,7.32
2024-12-13 08:05:52.477797+00,128.54,7.61
2024-12-13 08:07:52.479229+00,128.89,7.91
2024-12-13 08:09:52.481723+00,129.24,8.21
2024-12-13 08:11:52.484642+00,129.6,8.5
2024-12-13 08:13:52.486501+00,129.95,8.79
2024-12-13 08:15:52.487853+00,130.31,9.09
2024-12-13 08:17:52.490328+00,130.67,9.38
2024-12-13 08:19:52.491277+00,131.03,9.67
2024-12-13 08:22:11.755605+00,131.45,10.0
2024-12-13 08:26:11.757478+00,132.17,10.57
2024-12-13 08:30:11.758498+00,132.91,11.13
2024-12-13 08:34:11.760474+00,133.65,11.69
2024-12-13 08:38:11.762165+00,134.4,12.24
2024-12-13 08:42:11.763689+00,135.15,12.79
2024-12-13 08:46:11.767655+00,135.92,13.32
2024-12-13 08:50:11.769429+00,136.69,13.85
2024-12-13 08:54:11.772299+00,137.47,14.38
2024-12-13 08:58:11.775172+00,138.25,14.89
2024-12-13 09:02:11.776228+00,139.04,15.4
2024-12-13 09:06:11.776923+00,139.84,15.9
2024-12-13 09:10:11.780102+00,140.65,16.39
2024-12-13 09:14:11.780438+00,141.46,16.87
2024-12-13 09:18:11.782104+00,142.28,17.35
2024-12-13 09:22:11.783301+00,143.11,17.81
2024-12-13 09:26:11.785653+00,143.95,18.27
2024-12-13 09:30:11.786637+00,144.8,18.72
2024-12-13 09:34:11.788231+00,145.65,19.16
2024-12-13 09:38:11.78969+00,146.51,19.59
2024-12-13 09:42:11.791436+00,147.38,20.01
2024-12-13 09:46:11.793339+00,148.25,20.42
2024-12-13 09:50:11.794423+00,149.14,20.82
2024-12-13 09:54:11.795657+00,150.03,21.21
2024-12-13 09:58:11.796952+00,150.93,21.59
2024-12-13 10:02:11.799145+00,151.83,21.95
2024-12-13 10:06:11.800774+00,152.75,22.31
2024-12-13 10:10:11.803502+00,153.67,22.66
2024-12-13 10:14:11.804208+00,154.59,23.0
2024-12-13 10:18:11.806575+00,155.53,23.32
2024-12-13 10:22:11.808233+00,156.47,23.63
2024-12-13 10:26:11.80963+00,157.42,23.93
2024-12-13 10:30:11.810596+00,158.37,24.22
2024-12-13 10:34:11.812864+00,159.33,24.5
2024-12-13 10:38:11.815042+00,160.3,24.77
2024-12-13 10:42:11.815892+00,161.27,25.02
2024-12-13 10:46:11.817347+00,162.25,25.26
2024-12-13 10:50:11.818241+00,163.24,25.49
2024-12-13 10:54:11.82006+00,164.23,25.71
2024-12-13 10:58:11.820992+00,165.22,25.91
2024-12-13 11:02:11.822922+00,166.22,26.1
2024-12-13 11:06:11.824088+00,167.23,26.27
2024-12-13 11:10:11.826273+00,168.24,26.44
2024-12-13 11:14:11.827716+00,169.25,26.59
2024-12-13 11:18:11.829293+00,170.26,26.73
2024-12-13 11:22:11.830846+00,171.28,26.85
2024-12-13 11:26:11.833723+00,172.31,26.96
2024-12-13 11:30:11.836702+00,173.33,27.05
2024-12-13 11:34:11.837723+00,174.36,27.14
2024-12-13 11:38:11.839879+00,175.39,27.21
2024-12-13 11:42:11.842462+00,176.42,27.26
2024-12-13 11:46:11.843429+00,177.45,27.3
2024-12-13 11:50:11.846831+00,178.49,27.33
2024-12-13 11:54:11.848483+00,179.52,27.34
2024-12-13 11:55:47.005465+00,179.94,27.34
2024-12-13 11:59:47.007792+00,180.97,27.34
2024-12-13 12:03:47.010416+00,182.0,27.32
2024-12-13 12:07:47.01306+00,183.04,27.28
2024-12-13 12:11:47.014217+00,184.07,27.24
2024-12-13 12:15:47.019223+00,185.1,27.17
2024-12-13 12:19:47.020954+00,186.13,27.1
2024-12-13 12:23:47.022375+00,187.15,27.01
2024-12-13 12:27:47.023721+00,188.18,26.91
2024-12-13 12:31:47.026535+00,189.2,26.79
2024-12-13 12:35:47.027449+00,190.22,26.66
2024-12-13 12:39:47.029473+00,191.23,26.52
2024-12-13 12:43:47.031663+00,192.24,26.36
2024-12-13 12:47:47.03341+00,193.25,26.19
2024-12-13 12:51:47.035233+00,194.25,26.01
2024-12-13 12:55:47.037487+00,195.25,25.81
2024-12-13 12:59:47.040401+00,196.24,25.6
2024-12-13 13:03:47.0413+00,197.23,25.38
2024-12-13 13:07:47.042648+00,198.21,25.14
2024-12-13 13:11:47.044695+00,199.19,24.9
2024-12-13 13:15:47.048235+00,200.16,24.64
2024-12-13 13:19:47.048615+00,201.12,24.36
2024-12-13 13:23:47.049992+00,202.08,24.08
2024-12-13 13:27:47.051043+00,203.03,23.79
2024-12-13 13:31:47.052272+00,203.98,23.48
2024-12-13 13:35:47.053353+00,204.91,23.16
2024-12-13 13:39:47.056673+00,205.84,22.83
2024-12-13 13:43:47.058592+00,206.77,22.49
2024-12-13 13:47:47.06063+00,207.68,22.14
2024-12-13 13:51:47.062549+00,208.59,21.77
2024-12-13 13:55:47.064291+00,209.5,21.4
2024-12-13 13:59:47.06515+00,210.39,21.01
2024-12-13 14:03:47.066914+00,211.28,20.62
2024-12-13 14:07:47.068543+00,212.16,20.21
2024-12-13 14:11:47.069142+00,213.03,19.8
2024-12-13 14:15:47.070527+00,213.89,19.38
2024-12-13 14:19:47.073717+00,214.75,18.94
2024-12-13 14:23:47.075409+00,215.6,18.5
2024-12-13 14:27:47.076944+00,216.44,18.05
2024-12-13 14:31:47.077877+00,217.27,17.58
2024-12-13 14:35:47.07982+00,218.1,17.11
2024-12-13 14:39:47.081836+00,218.92,16.63
2024-12-13 14:43:47.083583+00,219.73,16.15
2024-12-13 14:47:47.085573+00,220.53,15.65
2024-12-13 14:51:47.087832+00,221.33,15.15
2024-12-13 14:55:47.089937+00,222.11,14.64
2024-12-13 14:59:47.091207+00,222.9,14.12
2024-12-13 15:03:47.094257+00,223.67,13.59
2024-12-13 15:07:47.095739+00,224.44,13.06
2024-12-13 15:11:47.097408+00,225.19,12.52
2024-12-13 15:15:47.098416+00,225.95,11.97
2024-12-13 15:19:47.100995+00,226.69,11.41
2024-12-13 15:23:47.101688+00,227.43,10.85
2024-12-13 15:27:47.102952+00,228.16,10.29
2024-12-13 15:29:46.54871+00,228.52,10.0
2024-12-13 15:31:46.551114+00,228.88,9.71
2024-12-13 15:33:46.552787+00,229.24,9.43
2024-12-13 15:35:46.553829+00,229.6,9.14
2024-12-13 15:37:46.555954+00,229.96,8.84
2024-12-13 15:39:46.558202+00,230.31,8.55
2024-12-13 15:41:46.559496+00,230.67,8.26
2024-12-13 15:43:46.560579+00,231.02,7.96
2024-12-13 15:45:46.561897+00,231.37,7.66
2024-12-13 15:47:46.563963+00,231.72,7.37
2024-12-13 15:49:46.56536+00,232.07,7.07
2024-12-13 15:51:46.567794+00,232.41,6.77
2024-12-13 15:53:46.569742+00,232.76,6.47
2024-12-13 15:55:46.571293+00,233.1,6.16
2024-12-13 15:57:46.572744+00,233.44,5.86
2024-12-13 15:59:46.574129+00,233.78,5.56
2024-12-13 16:01:46.576273+00,234.12,5.25
2024-12-13 16:03:46.57981+00,234.46,4.95
2024-12-13 16:05:46.581307+00,234.79,4.64
2024-12-13 16:07:46.582955+00,235.13,4.33
2024-12-13 16:09:46.58376+00,235.46,4.03
2024-12-13 16:11:46.585481+00,235.79,3.72
2024-12-13 16:13:46.588224+00,236.12,3.41
2024-12-13 16:15:46.589087+00,236.45,3.11
2024-12-13 16:17:46.592046+00,236.78,2.8
2024-12-13 16:19:46.593999+00,237.11,2.5
2024-12-13 16:21:46.595414+00,237.43,2.19
2024-12-13 16:23:46.596532+00,237.76,1.89
2024-12-13 16:25:46.597207+00,238.08,1.59
2024-12-13 16:27:46.599645+00,238.4,1.29
2024-12-13 16:29:46.601462+00,238.72,1.0
2024-12-13 16:31:46.603142+00,239.04,0.71
2024-12-13 16:33:46.606175+00,239.36,0.42
2024-12-13 16:35:46.607439+00,239.68,0.14
2024-12-13 16:38:05.929739+00,240.04,-0.37
2024-12-13 16:42:05.931432+00,240.67,-1.23
2024-12-13 16:46:05.932441+00,241.29,-1.98
2024-12-13 16:50:05.934042+00,241.91,-2.69
2024-12-13 16:54:05.934296+00,242.53,-3.4
2024-12-13 16:58:05.937407+00,243.14,-4.1
2024-12-13 17:02:05.938565+00,243.75,-4.8
2024-12-13 17:06:05.939506+00,244.35,-5.5
2024-12-13 17:08:54.236787+00,244.78,-6.0
2024-12-13 17:16:54.238516+00,245.97,-7.41
2024-12-13 17:24:54.241044+00,247.16,-8.84
2024-12-13 17:32:54.242538+00,248.33,-10.27
2024-12-13 17:42:29.038112+00,249.72,-12.0
2024-12-13 17:50:29.03997+00,250.88,-13.46
2024-12-13 17:58:29.042174+00,252.02,-14.92
2024-12-13 18:06:29.043114+00,253.16,-16.4
2024-12-13 18:15:08.175606+00,254.39,-18.0
2024-12-13 18:35:08.178094+00,257.23,-21.74
2024-12-13 18:55:08.179053+00,260.08,-25.53
2024-12-13 19:15:08.180812+00,262.96,-29.34
2024-12-13 19:35:08.181982+00,265.91,-33.18
2024-12-13 19:55:08.185127+00,268.97,-37.04
2024-12-13 20:15:08.18748+00,272.18,-40.9
2024-12-13 20:35:08.18912+00,275.61,-44.75
2024-12-13 20:55:08.191202+00,279.32,-48.57
2024-12-13 21:15:08.193144+00,283.42,-52.35
2024-12-13 21:35:08.194835+00,288.05,-56.07
2024-12-13 21:55:08.196449+00,293.4,-59.68
2024-12-13 22:15:08.198284+00,299.74,-63.13
2024-12-13 22:35:08.199133+00,307.45,-66.35
2024-12-13 22:55:08.201297+00,316.98,-69.21
2024-12-13 23:15:08.202996+00,328.79,-71.54
2024-12-13 23:35:08.20518+00,343.05,-73.13
2024-12-13 23:56:31.005566+00,0.2,-73.73
2024-12-14 00:16:31.007527+00,16.26,-73.18
2024-12-14 00:36:31.009082+00,30.62,-71.63
2024-12-14 00:56:31.010473+00,42.55,-69.33
2024-12-14 01:16:31.011955+00,52.18,-66.49
2024-12-14 01:36:31.013568+00,59.96,-63.28
2024-12-14 01:56:31.01553+00,66.35,-59.84
2024-12-14 02:16:31.016246+00,71.75,-56.24
2024-12-14 02:36:31.018235+00,76.41,-52.53
2024-12-14 02:56:31.020157+00,80.53,-48.75
2024-12-14 03:16:31.022186+00,84.25,-44.93
2024-12-14 03:36:31.023803+00,87.69,-41.08
2024-12-14 03:56:31.024863+00,90.91,-37.22
2024-12-14 04:16:31.026185+00,93.97,-33.37
2024-12-14 04:36:31.026973+00,96.93,-29.53
2024-12-14 04:56:31.028242+00,99.81,-25.71
2024-12-14 05:16:31.030096+00,102.66,-21.93
2024-12-14 05:37:29.732722+00,105.64,-18.0
2024-12-14 05:45:29.735382+00,106.78,-16.52
2024-12-14 05:53:29.736836+00,107.92,-15.04
2024-12-14 06:01:29.737793+00,109.06,-13.58
2024-12-14 06:10:09.803801+00,110.31,-12.0
2024-12-14 06:18:09.80569+00,111.48,-10.56
2024-12-14 06:26:09.807554+00,112.65,-9.12
2024-12-14 06:34:09.809494+00,113.83,-7.7
2024-12-14 06:43:45.79167+00,115.26,-6.0
2024-12-14 06:47:45.79439+00,115.86,-5.3
2024-12-14 06:51:45.796136+00,116.47,-4.6
2024-12-14 06:55:45.797946+00,117.08,-3.9
2024-12-14 06:59:45.79976+00,117.69,-3.2
2024-12-14 07:03:45.801704+00,118.31,-2.49
2024-12-14 07:07:45.802574+00,118.93,-1.77
2024-12-14 07:11:45.80442+00,119.56,-1.0
2024-12-14 07:14:35.564515+00,120.0,-0.37
2024-12-14 07:16:35.566278+00,120.32,0.1
2024-12-14 07:18:35.568376+00,120.64,0.38
2024-12-14 07:20:35.570152+00,120.95,0.66
2024-12-14 07:22:35.572343+00,121.27,0.95
2024-12-14 07:24:35.574499+00,121.59,1.24
2024-12-14 07:26:35.575285+00,121.91,1.54
2024-12-14 07:28:35.575593+00,122.24,1.84
2024-12-14 07:30:35.577424+00,122.56,2.14
2024-12-14 07:32:35.578789+00,122.89,2.44
2024-12-14 07:34:35.579774+00,123.21,2.75
2024-12-14 07:36:35.581413+00,123.54,3.05
2024-12-14 07:38:35.583873+00,123.87,3.36
2024-12-14 07:40:35.58478+00,124.2,3.67
2024-12-14 07:42:35.586862+00,124.53,3.97
2024-12-14 07:44:35.588614+00,124.87,4.28
2024-12-14 07:46:35.590695+00,125.2,4.58
2024-12-14 07:48:35.592242+00,125.54,4.89
2024-12-14 07:50:35.593305+00,125.87,5.19
2024-12-14 07:52:35.594795+00,126.21,5.5
2024-12-14 07:54:35.597006+00,126.55,5.8
2024-12-14 07:56:35.59885+00,126.89,6.11
2024-12-14 07:58:35.601064+00,127.24,6.41
2024-12-14 08:00:35.602154+00,127.58,6.71
2024-12-14 08:02:35.603643+00,127.93,7.01
2024-12-14 08:04:35.605266+00,128.27,7.31
2024-12-14 08:06:35.607131+00,128.62,7.61
2024-12-14 08:08:35.60892+00,128.97,7.9
2024-12-14 08:10:35.610604+00,129.32,8.2
2024-12-14 08:12:35.612768+00,129.68,8.49
2024-12-14 08:14:35.614122+00,130.03,8.79
2024-12-14 08:16:35.615216+00,130.39,9.08
2024-12-14 08:18:35.618523+00,130.75,9.37
2024-12-14 08:20:35.620765+00,131.11,9.66
2024-12-14 08:22:59.310848+00,131.54,10.0
2024-12-14 08:26:59.313334+00,132.27,10.57
2024-12-14 08:30:59.315381+00,133.01,11.13
2024-12-14 08:34:59.317424+00,133.75,11.69
2024-12-14 08:38:59.319159+00,134.5,12.24
2024-12-14 08:42:59.320099+00,135.25,12.78
2024-12-14 08:46:59.321367+00,136.02,13.32
2024-12-14 08:50:59.322371+00,136.79,13.85
2024-12-14 08:54:59.324883+00,137.56,14.37
2024-12-14 08:58:59.326523+00,138.35,14.89
2024-12-14 09:02:59.327757+00,139.14,15.39
2024-12-14 09:06:59.330138+00,139.94,15.89
2024-12-14 09:10:59.331683+00,140.75,16.38
2024-12-14 09:14:59.333328+00,141.56,16.86
2024-12-14 09:18:59.335539+00,142.38,17.34
2024-12-14 09:22:59.336663+00,143.21,17.8
2024-12-14 09:26:59.338416+00,144.05,18.26
2024-12-14 09:30:59.341043+00,144.9,18.7
2024-12-14 09:34:59.342909+00,145.75,19.14
2024-12-14 09:38:59.344334+00,146.61,19.57
2024-12-14 09:42:59.345753+00,147.48,19.99
2024-12-14 09:46:59.347646+00,148.35,20.4
2024-12-14 09:50:59.349365+00,149.24,20.8
2024-12-14 09:54:59.351627+00,150.13,21.19
2024-12-14 09:58:59.352841+00,151.02,21.56
2024-12-14 10:02:59.354829+00,151.93,21.93
2024-12-14 10:06:59.355461+00,152.84,22.29
2024-12-14 10:10:59.357161+00,153.76,22.63
2024-12-14 10:14:59.358505+00,154.69,22.97
2024-12-14 10:18:59.359799+00,155.63,23.29
2024-12-14 10:22:59.361468+00,156.57,23.6
2024-12-14 10:26:59.361855+00,157.51,23.9
2024-12-14 10:30:59.363057+00,158.47,24.19
2024-12-14 10:34:59.365101+00,159.43,24.47
2024-12-14 10:38:59.366323+00,160.4,24.73
2024-12-14 10:42:59.367612+00,161.37,24.98
2024-12-14 10:46:59.369523+00,162.35,25.22
2024-12-14 10:50:59.371268+00,163.33,25.45
2024-12-14 10:54:59.371682+00,164.32,25.67
2024-12-14 10:58:59.373662+00,165.32,25.87
2024-12-14 11:02:59.374884+00,166.32,26.06
2024-12-14 11:06:59.376232+00,167.32,26.23
2024-12-14 11:10:59.377402+00,168.33,26.39
2024-12-14 11:14:59.378912+00,169.34,26.54
2024-12-14 11:18:59.380698+00,170.36,26.68
2024-12-14 11:22:59.382211+00,171.38,26.8
2024-12-14 11:26:59.384349+00,172.4,26.91
2024-12-14 11:30:59.385761+00,173.42,27.0
2024-12-14 11:34:59.387338+00,174.45,27.09
2024-12-14 11:38:59.38835+00,175.48,27.15
2024-12-14 11:42:59.389369+00,176.51,27.21
2024-12-14 11:46:59.390878+00,177.54,27.25
2024-12-14 11:50:59.393069+00,178.57,27.27
2024-12-14 11:54:59.394458+00,179.61,27.28
2024-12-14 11:56:16.006709+00,179.94,27.29
2024-12-14 12:00:16.008502+00,180.97,27.28
2024-12-14 12:04:16.009617+00,182.0,27.26
2024-12-14 12:08:16.012279+00,183.03,27.23
2024-12-14 12:12:16.01423+00,184.07,27.18
2024-12-14 12:16:16.01515+00,185.1,27.12
2024-12-14 12:20:16.017036+00,186.12,27.04
2024-12-14 12:24:16.020104+00,187.15,26.95
2024-12-14 12:28:16.021452+00,188.17,26.85
2024-12-14 12:32:16.022713+00,189.19,26.73
2024-12-14 12:36:16.023943+00,190.21,26.6
2024-12-14 12:40:16.02521+00,191.22,26.46
2024-12-14 12:44:16.027336+00,192.23,26.3
2024-12-14 12:48:16.028429+00,193.24,26.13
2024-12-14 12:52:16.029556+00,194.24,25.95
2024-12-14 12:56:16.030771+00,195.24,25.75
2024-12-14 13:00:16.031787+00,196.23,25.54
2024-12-14 13:04:16.033196+00,197.21,25.32
2024-12-14 13:08:16.034183+00,198.2,25.09
2024-12-14 13:12:16.037473+00,199.17,24.84
2024-12-14 13:16:16.039429+00,200.14,24.58
2024-12-14 13:20:16.041592+00,201.1,24.31
2024-12-14 13:24:16.042233+00,202.06,24.03
2024-12-14 13:28:16.043107+00,203.01,23.73
2024-12-14 13:32:16.044901+00,203.96,23.42
2024-12-14 13:36:16.046452+00,204.89,23.11
2024-12-14 13:40:16.047452+00,205.82,22.78
2024-12-14 13:44:16.04857+00,206.75,22.43
2024-12-14 13:48:16.050122+00,207.66,22.08
2024-12-14 13:52:16.051437+00,208.57,21.72
2024-12-14 13:56:16.053882+00,209.47,21.35
2024-12-14 14:00:16.055474+00,210.37,20.96
2024-12-14 14:04:16.057272+00,211.25,20.57
2024-12-14 14:08:16.059687+00,212.13,20.16
2024-12-14 14:12:16.061634+00,213.0,19.75
2024-12-14 14:16:16.064495+00,213.87,19.32
2024-12-14 14:20:16.063952+00,214.72,18.89
2024-12-14 14:24:16.065459+00,215.57,18.45
2024-12-14 14:28:16.066748+00,216.41,18.0
2024-12-14 14:32:16.067788+00,217.24,17.53
2024-12-14 14:36:16.068706+00,218.07,17.06
2024-12-14 14:40:16.069663+00,218.89,16.59
2024-12-14 14:44:16.070294+00,219.7,16.1
2024-12-14 14:48:16.072901+00,220.5,15.6
2024-12-14 14:52:16.074323+00,221.29,15.1
2024-12-14 14:56:16.075142+00,222.08,14.59
2024-12-14 15:00:16.076192+00,222.86,14.07
2024-12-14 15:04:16.079+00,223.64,13.54
2024-12-14 15:08:16.081609+00,224.4,13.01
2024-12-14 15:12:16.083694+00,225.16,12.47
2024-12-14 15:16:16.085077+00,225.91,11.92
2024-12-14 15:20:16.085457+00,226.66,11.37
2024-12-14 15:24:16.088162+00,227.4,10.81
2024-12-14 15:28:16.089534+00,228.13,10.24
2024-12-14 15:29:56.958124+00,228.43,10.0
2024-12-14 15:31:56.959288+00,228.79,9.72
2024-12-14 15:33:56.960701+00,229.15,9.43
2024-12-14 15:35:56.961661+00,229.51,9.14
2024-12-14 15:37:56.962218+00,229.87,8.85
2024-12-14 15:39:56.964712+00,230.22,8.55
2024-12-14 15:41:56.967248+00,230.58,8.26
2024-12-14 15:43:56.967511+00,230.93,7.97
2024-12-14 15:45:56.968933+00,231.28,7.67
2024-12-14 15:47:56.970832+00,231.63,7.37
2024-12-14 15:49:56.972947+00,231.97,7.07
2024-12-14 15:51:56.974431+00,232.32,6.77
2024-12-14 15:53:56.975867+00,232.67,6.47
2024-12-14 15:55:56.976646+00,233.01,6.17
2024-12-14 15:57:56.977955+00,233.35,5.87
2024-12-14 15:59:56.978937+00,233.69,5.56
2024-12-14 16:01:56.980532+00,234.03,5.26
2024-12-14 16:03:56.982692+00,234.37,4.95
2024-12-14 16:05:56.984881+00,234.7,4.65
2024-12-14 16:07:56.986696+00,235.04,4.34
2024-12-14 16:09:56.987968+00,235.37,4.04
2024-12-14 16:11:56.988517+00,235.7,3.73
2024-12-14 16:13:56.98924+00,236.03,3.42
2024-12-14 16:15:56.990578+00,236.36,3.12
2024-12-14 16:17:56.992922+00,236.69,2.81
2024-12-14 16:19:56.994287+00,237.02,2.51
2024-12-14 16:21:56.996552+00,237.34,2.2
2024-12-14 16:23:56.997697+00,237.67,1.9
2024-12-14 16:25:56.999942+00,237.99,1.6
2024-12-14 16:27:57.001487+00,238.31,1.3
2024-12-14 16:29:57.002879+00,238.63,1.01
2024-12-14 16:31:57.00467+00,238.95,0.72
2024-12-14 16:33:57.00643+00,239.27,0.43
2024-12-14 16:35:57.007894+00,239.59,0.15
2024-12-14 16:38:20.757904+00,239.97,-0.37
2024-12-14 16:42:20.7606+00,240.59,-1.23
2024-12-14 16:46:20.761925+00,241.22,-1.98
2024-12-14 16:50:20.762679+00,241.84,-2.69
2024-12-14 16:54:20.764262+00,242.45,-3.4
2024-12-14 16:58:20.765157+00,243.06,-4.1
2024-12-14 17:02:20.767161+00,243.67,-4.8
2024-12-14 17:06:20.767602+00,244.28,-5.5
2024-12-14 17:09:10.396484+00,244.7,-6.0
2024-12-14 17:17:10.398458+00,245.9,-7.41
2024-12-14 17:25:10.399592+00,247.08,-8.83
2024-12-14 17:33:10.401413+00,248.25,-10.27
2024-12-14 17:42:46.321383+00,249.65,-12.0
2024-12-14 17:50:46.322673+00,250.8,-13.45
2024-12-14 17:58:46.324675+00,251.95,-14.92
2024-12-14 18:06:46.325106+00,253.09,-16.39
2024-12-14 18:15:26.300724+00,254.32,-18.0
2024-12-14 18:35:26.303599+00,257.16,-21.74
2024-12-14 18:55:26.305758+00,260.0,-25.52
2024-12-14 19:15:26.305879+00,262.88,-29.34
2024-12-14 19:35:26.308169+00,265.83,-33.18
2024-12-14 19:55:26.309925+00,268.89,-37.03
2024-12-14 20:15:26.310522+00,272.09,-40.89
2024-12-14 20:35:26.312446+00,275.51,-44.74
2024-12-14 20:55:26.314858+00,279.21,-48.57
2024-12-14 21:15:26.316581+00,283.3,-52.35
2024-12-14 21:35:26.317237+00,287.92,-56.07
2024-12-14 21:55:26.318369+00,293.26,-59.68
2024-12-14 22:15:26.319715+00,299.6,-63.14
2024-12-14 22:35:26.321987+00,307.28,-66.36
2024-12-14 22:55:26.322638+00,316.79,-69.23
2024-12-14 23:15:26.324206+00,328.6,-71.57
2024-12-14 23:35:26.32499+00,342.87,-73.17
2024-12-14 23:57:00.005092+00,0.2,-73.78
2024-12-15 00:17:00.007364+00,16.31,-73.23
2024-12-15 00:37:00.00896+00,30.7,-71.68
2024-12-15 00:57:00.010379+00,42.64,-69.37
2024-12-15 01:17:00.012403+00,52.27,-66.53
2024-12-15 01:37:00.014261+00,60.04,-63.32
2024-12-15 01:57:00.015775+00,66.44,-59.87
2024-12-15 02:17:00.017562+00,71.82,-56.27
2024-12-15 02:37:00.018989+00,76.48,-52.56
2024-12-15 02:57:00.020423+00,80.6,-48.78
2024-12-15 03:17:00.023417+00,84.32,-44.95
2024-12-15 03:37:00.025615+00,87.75,-41.11
2024-12-15 03:57:00.027149+00,90.96,-37.25
2024-12-15 04:17:00.029741+00,94.02,-33.4
2024-12-15 04:37:00.031685+00,96.98,-29.56
2024-12-15 04:57:00.034549+00,99.86,-25.74
2024-12-15 05:17:00.036617+00,102.71,-21.96
2024-12-15 05:38:08.412517+00,105.71,-18.0
2024-12-15 05:46:08.414738+00,106.84,-16.52
2024-12-15 05:54:08.415492+00,107.99,-15.04
2024-12-15 06:02:08.416564+00,109.13,-13.58
2024-12-15 06:10:49.200571+00,110.38,-12.0
2024-12-15 06:18:49.20276+00,111.54,-10.56
2024-12-15 06:26:49.204604+00,112.72,-9.12
2024-12-15 06:34:49.206461+00,113.9,-7.7
2024-12-15 06:44:26.158627+00,115.33,-6.0
2024-12-15 06:48:26.162568+00,115.93,-5.3
2024-12-15 06:52:26.163917+00,116.54,-4.6
2024-12-15 06:56:26.165314+00,117.15,-3.9
2024-12-15 07:00:26.166132+00,117.76,-3.2
2024-12-15 07:04:26.167688+00,118.38,-2.49
2024-12-15 07:08:26.16961+00,119.0,-1.77
2024-12-15 07:12:26.170776+00,119.63,-1.0
2024-12-15 07:15:17.068568+00,120.07,-0.37
2024-12-15 07:17:17.070622+00,120.39,0.1
2024-12-15 07:19:17.072122+00,120.71,0.38
2024-12-15 07:21:17.072932+00,121.03,0.66
2024-12-15 07:23:17.07399+00,121.34,0.95
2024-12-15 07:25:17.076001+00,121.67,1.24
2024-12-15 07:27:17.077513+00,121.99,1.54
2024-12-15 07:29:17.078979+00,122.31,1.84
2024-12-15 07:31:17.079924+00,122.63,2.14
2024-12-15 07:33:17.082496+00,122.96,2.44
2024-12-15 07:35:17.0841+00,123.29,2.75
2024-12-15 07:37:17.086397+00,123.61,3.05
2024-12-15 07:39:17.088066+00,123.94,3.36
2024-12-15 07:41:17.089694+00,124.27,3.66
2024-12-15 07:43:17.090951+00,124.6,3.97
2024-12-15 07:45:17.092097+00,124.94,4.28
2024-12-15 07:47:17.093371+00,125.27,4.58
2024-12-15 07:49:17.094339+00,125.61,4.89
2024-12-15 07:51:17.096251+00,125.94,5.19
2024-12-15 07:53:17.097695+00,126.28,5.5
2024-12-15 07:55:17.099416+00,126.62,5.8
2024-12-15 07:57:17.10219+00,126.96,6.1
2024-12-15 07:59:17.10377+00,127.31,6.4
2024-12-15 08:01:17.104938+00,127.65,6.7
2024-12-15 08:03:17.1065+00,128.0,7.0
2024-12-15 08:05:17.108114+00,128.35,7.3
2024-12-15 08:07:17.109421+00,128.69,7.6
2024-12-15 08:09:17.111236+00,129.04,7.9
2024-12-15 08:11:17.112641+00,129.4,8.19
2024-12-15 08:13:17.113296+00,129.75,8.49
2024-12-15 08:15:17.114279+00,130.1,8.78
2024-12-15 08:17:17.115999+00,130.46,9.07
2024-12-15 08:19:17.117964+00,130.82,9.36
2024-12-15 08:21:17.119628+00,131.18,9.65
2024-12-15 08:23:44.663981+00,131.62,10.0
2024-12-15 08:27:44.665965+00,132.35,10.57
2024-12-15 08:31:44.667449+00,133.09,11.13
2024-12-15 08:35:44.668639+00,133.83,11.69
2024-12-15 08:39:44.670002+00,134.58,12.24
2024-12-15 08:43:44.671899+00,135.33,12.78
2024-12-15 08:47:44.673177+00,136.1,13.31
2024-12-15 08:51:44.67452+00,136.87,13.84
2024-12-15 08:55:44.675823+00,137.64,14.36
